"IdVenta";"Metier";"Puerto.venta";"Trimestre";"Especie.comercial.Gen";"Especie.comercial";"Especie.comercial.ALFA3";"Especie.muestreada";"Especie.muestreada.ALFA3";"Peso";"TripSamp"
538601;"PS_SPF_0_0_0";"Ondarroa";4;"Listado";"Listado";"SKJ";"Listado";"SKJ";10032;1
538601;"PS_SPF_0_0_0";"Ondarroa";4;"Melva y melvera";"Melva y melvera";"FRZ";"Melva (rochei)";"BLT";439,9;1
538601;"PS_SPF_0_0_0";"Ondarroa";4;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";512,8;1
538614;"PS_SPF_0_0_0";"Getaria";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";393;1
538614;"PS_SPF_0_0_0";"Getaria";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";8247;1
538614;"PS_SPF_0_0_0";"Getaria";4;"Listado";"Listado";"SKJ";"Bonito Atlantico";"BON";45,2;1
538614;"PS_SPF_0_0_0";"Getaria";4;"Melva y melvera";"Melva y melvera";"FRZ";"Bonito Atlantico";"BON";216,6;1
538615;"PS_SPF_0_0_0";"Getaria";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";675;1
538615;"PS_SPF_0_0_0";"Getaria";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";1425;1
538616;"PS_SPF_0_0_0";"Getaria";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";413;1
538616;"PS_SPF_0_0_0";"Getaria";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";280;1
538616;"PS_SPF_0_0_0";"Getaria";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";1112;1
538616;"PS_SPF_0_0_0";"Getaria";4;"Listado";"Listado";"SKJ";"Bonito Atlantico";"BON";361;1
538640;"PS_SPF_0_0_0";"Getaria";4;"Listado";"Listado";"SKJ";"Listado";"SKJ";2635;1
538641;"PS_SPF_0_0_0";"Getaria";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";300;1
538641;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1700;1
538644;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";4000;1
538646;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";2200;1
538648;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";13000;1
538649;"PS_SPF_0_0_0";"Getaria";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";1200;1
538649;"PS_SPF_0_0_0";"Getaria";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";35;1
538649;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";6000;1
538662;"PS_SPF_0_0_0";"Hondarribia";4;"Listado";"Listado";"SKJ";"Listado";"SKJ";9310;1
538664;"PS_SPF_0_0_0";"Hondarribia";4;"Listado";"Listado";"SKJ";"Listado";"SKJ";25835;1
538669;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";7145,5;1
538670;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";34,8;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Desconocido";"Desconocido";"ZZZ";"Peon - pez plata";"ARY";40,5;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Fanecas spp";"Fanecas spp";"GAD";"Faneca comun";"BIB";6,74;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Gallos - ollarra";"Gallo boscii";"LDB";"Gallo boscii";"LDB";0,76626506;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Gallos - ollarra";"Gallo whiffiagonis";"MEG";"Gallo whiffiagonis";"MEG";10,68173494;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";1548;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Lochas - Brotolas";"Lochas - Brotolas";"FOX";"Brotola de fango (Phycis blennoides)";"GFB";2,75;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";2526,217;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Palometa negra - Japuta";"Palometa negra - Japuta";"POA";"Palometa negra - Japuta";"POA";125,09;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Pintarroja";"Pintarroja";"SYC";"Pintarroja";"SYC";64;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Potas Ommastrephidae nep";"Pota costera";"TDQ";"Pota costera";"TDQ";311;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";110,15;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";11,64;1
538671;"PTB_MPD_>=55_0_0";"Ondarroa";4;"Rayas spp";"Raya de clavos";"RJC";"Raya de clavos";"RJC";16,55;1
538682;"PS_SPF_0_0_0";"Pasaia";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";0,894488239;1
538682;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1247,5;1
538683;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1063,1;1
538684;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";8105;1
538685;"PS_SPF_0_0_0";"Pasaia";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";5;1
538685;"PS_SPF_0_0_0";"Pasaia";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";4,382478425;1
538685;"PS_SPF_0_0_0";"Pasaia";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";16,55186614;1
538685;"PS_SPF_0_0_0";"Pasaia";4;"Lubina";"Lubina";"BSS";"Lubina";"BSS";0,83;1
538685;"PS_SPF_0_0_0";"Pasaia";4;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";1,132983723;1
538685;"PS_SPF_0_0_0";"Pasaia";4;"Pardete";"Pardete";"MUF";"Pardete";"MUF";9,27;1
538685;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1485;1
538686;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1225;1
538687;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";4400;1
538689;"PS_SPF_0_0_0";"Getaria";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";10,8;1
538689;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";2714;1
538690;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";134;1
538691;"PS_SPF_0_0_0";"Getaria";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";3,8;1
538691;"PS_SPF_0_0_0";"Getaria";4;"Listado";"Listado";"SKJ";"Listado";"SKJ";17,8;1
538691;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1321;1
538693;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1992;1
538697;"PS_SPF_0_0_0";"Getaria";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";2200;1
538697;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1100;1
538699;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";2,6;1
538699;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";2000;1
538699;"PS_SPF_0_0_0";"Ondarroa";4;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";5,7;1
538700;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";4057,8;1
538738;"PS_SPF_0_0_0";"Pasaia";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";2952,2;1
538738;"PS_SPF_0_0_0";"Pasaia";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";13,58200449;1
538738;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1255;1
538786;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Bejel";"GUU";7,22;1
538786;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";49,59;1
538786;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Salmonetes (Mullus spp)";"Salmonetes (Mullus spp)";"MUX";"Salmonete de roca";"MUR";22;1
538787;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";10005;1
538787;"PS_SPF_0_0_0";"Ondarroa";4;"Pardete";"Pardete";"MUF";"Pardete";"MUF";439;1
538788;"PS_SPF_0_0_0";"Ondarroa";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";15343,8;1
538788;"PS_SPF_0_0_0";"Ondarroa";4;"Pardete";"Pardete";"MUF";"Pardete";"MUF";1196,5;1
538789;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";4439;1
538790;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";7500;1
538791;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";810;1
538794;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";2858;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Calamares Loliginidae";"Calamares Loliginidae";"SQC";"Calamar veteado";"SQF";694;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo boscii";"LDB";0,47;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo whiffiagonis";"MEG";2150,74;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";66,36;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Mendo";"Mendo";"WIT";"Mendo";"WIT";252,735;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";166,728;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Potas Ommastrephidae nep";"Potas Ommastrephidae nep";"OMM";"Pota voladora";"SQM";536;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";1496,04;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";6134,52;1
538838;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Triglidos";"Triglidos";"GUX";"Bejel";"GUU";110,79;1
538909;"PS_SPF_0_0_0";"Hondarribia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";241;1
538926;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Corvallo";"Corvallo";"CBM";"Verrugato de fango";"UCA";12;1
538926;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Breca";"PAC";1,7;1
538926;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Chicharro Negro";"HOM";1,34;1
538926;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Faneca comun";"BIB";7,7;1
538926;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Merluza europea";"HKE";4,959;1
538926;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Salmonetes (Mullus spp)";"Salmonetes (Mullus spp)";"MUX";"Salmonete de roca";"MUR";17,6;1
538933;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";29,5;1
538933;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";1098;1
538933;"PS_SPF_0_0_0";"Ondarroa";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";607,3330752;1
538933;"PS_SPF_0_0_0";"Ondarroa";4;"Pardete";"Pardete";"MUF";"Pardete";"MUF";20,4;1
538933;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1233;1
538933;"PS_SPF_0_0_0";"Ondarroa";4;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";104,7669248;1
538937;"PS_SPF_0_0_0";"Hondarribia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";2704,7;1
538938;"PS_SPF_0_0_0";"Ondarroa";4;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";826,3;1
538940;"PS_SPF_0_0_0";"Ondarroa";4;"Melva y melvera";"Melva y melvera";"FRZ";"Melva (rochei)";"BLT";1906;1
538941;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";2710;1
538942;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";8207;1
538945;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";9897;1
538946;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";3350;1
538954;"PS_SPF_0_0_0";"Ondarroa";4;"Melva y melvera";"Melva y melvera";"FRZ";"Melva (rochei)";"BLT";17,54075822;1
538954;"PS_SPF_0_0_0";"Ondarroa";4;"Pardete";"Pardete";"MUF";"Pardete";"MUF";101;1
538954;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";14421;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Breca";"Breca";"PAC";"Breca";"PAC";1,4;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Cabrilla";"Cabrilla";"CBR";"Cabrilla";"CBR";20,3;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Corvallo";"Corvallo";"CBM";"Verrugato de fango";"UCA";11,1;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Corvina";"Corvina";"MGR";"Verrugato fusco";"COB";1,7;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";17,05;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";4,725;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";34,9992;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Pardete";"Pardete";"MUF";"Pardete";"MUF";13,39;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";4;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Sargo mojarra";"CTB";6,3;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Rascacio";"BBS";0,4;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Salema - salpa";"Salema - salpa";"SLM";"Salema - salpa";"SLM";28,6;1
538972;"GNS_DEF_60-79_0_0";"Bermeo";4;"Salmonetes (Mullus spp)";"Salmonetes (Mullus spp)";"MUX";"Salmonete de roca";"MUR";47,3;1
538983;"PS_SPF_0_0_0";"Pasaia";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";1745;1
538983;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";8165;1
538984;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";2540;1
538992;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";3457;1
538993;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";4406;1
538994;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";2391;1
538994;"PS_SPF_0_0_0";"Ondarroa";4;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";63,2;1
538995;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";4865;1
539002;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1943;1
539003;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";10633;1
539004;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1782;1
539032;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";216,5;1
539032;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";689,5;1
539032;"PS_SPF_0_0_0";"Ondarroa";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";5908;1
539032;"PS_SPF_0_0_0";"Ondarroa";4;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";78,6;1
539034;"PS_SPF_0_0_0";"Ondarroa";4;"Lubina";"Lubina";"BSS";"Lubina";"BSS";2,42;1
539034;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";7159;1
539035;"PS_SPF_0_0_0";"Ondarroa";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";4018;1
539035;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";316;1
539040;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";32,8;1
539040;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";283,7;1
539040;"PS_SPF_0_0_0";"Ondarroa";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";4095;1
539042;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";442;1
539043;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";419;1
539044;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1150;1
539046;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";6621;1
539046;"PS_SPF_0_0_0";"Ondarroa";4;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";70;1
539049;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";2101;1
539050;"PS_SPF_0_0_0";"Getaria";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";5000;1
539050;"PS_SPF_0_0_0";"Getaria";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";800;1
539053;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";2254;1
539053;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1506;1
539053;"PS_SPF_0_0_0";"Ondarroa";4;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";36,5;1
539054;"PS_SPF_0_0_0";"Pasaia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";3476;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Desconocido";"Desconocido";"ZZZ";"Cabrilla";"CBR";1,129038938;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Desconocido";"Desconocido";"ZZZ";"Chicharro Negro";"HOM";2;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Desconocido";"Desconocido";"ZZZ";"Faneca comun";"BIB";2,64;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Desconocido";"Desconocido";"ZZZ";"Garneo";"GUN";5,227632745;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Desconocido";"Desconocido";"ZZZ";"Merluza europea";"HKE";9,367;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Desconocido";"Desconocido";"ZZZ";"Pez de San Pedro";"JOD";6,066944049;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Desconocido";"Desconocido";"ZZZ";"Rape blanco";"MON";18,12;1
539061;"GNS_DEF_60-79_0_0";"Santurtzi";3;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";40;1
539066;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";30;1
539066;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Merluza europea";"HKE";8,816;1
539066;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Verdel - Caballa";"MAC";16;1
539066;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Desconocido";"Desconocido";"ZZZ";"Verrugato de fango";"UCA";1,58;1
539066;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";7,7;1
539066;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Salmonetes (Mullus spp)";"Salmonetes (Mullus spp)";"MUX";"Salmonete de roca";"MUR";10;1
539068;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Diablillo antartico (DEA)";"Diablillo antartico (DEA)";"ANS";"Verdel - Caballa";"MAC";20;1
539068;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";20,9;1
539068;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";40,774;1
539068;"GNS_DEF_60-79_0_0";"Lekeitio";4;"Salmonetes (Mullus spp)";"Salmonetes (Mullus spp)";"MUX";"Salmonete de roca";"MUR";22;1
539085;"PS_SPF_0_0_0";"Hondarribia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";2225,6;1
539110;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";3604;1
539110;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";8375;1
539116;"PS_SPF_0_0_0";"Hondarribia";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";3220,65;1
539117;"PS_SPF_0_0_0";"Ondarroa";4;"Boga";"Boga";"BOG";"Boga";"BOG";50,5;1
539117;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";70,5;1
539117;"PS_SPF_0_0_0";"Ondarroa";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";11153;1
539117;"PS_SPF_0_0_0";"Ondarroa";4;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";32,6;1
539118;"PS_SPF_0_0_0";"Ondarroa";4;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";9472;1
539118;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";130,2;1
539118;"PS_SPF_0_0_0";"Ondarroa";4;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";285,5;1
539125;"PS_SPF_0_0_0";"Ondarroa";4;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";1588;1
539125;"PS_SPF_0_0_0";"Ondarroa";4;"Sardina";"Sardina";"PIL";"Sardina";"PIL";767;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Abadejo";"Abadejo";"POL";"Abadejo";"POL";2,97;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Calamares Loliginidae";"Calamares Loliginidae";"SQC";"Calamar comun";"SQR";271,4;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Corvina";"Corvina";"MGR";"Corvina";"MGR";199,3;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";436,7;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Fanecas spp";"Faneca comun";"GAD";"Faneca comun";"BIB";2423,85;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Fanecas spp";"Fanecas spp";"GAD";"Faneca comun";"BIB";796,4;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo boscii";"LDB";69,174755301;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo whiffiagonis";"MEG";208,01524468;1
539178;"OTB_DEF_>=70_0_0";"Ondarroa";4;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";508,62;1
